date,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AMD,NFLX,CRM,ORCL,ADBE,AVGO,QCOM,INTC,BTC-USD,ETH-USD,SOL-USD
2021-09-21,139.89749145507812,282.9276123046875,21.152830123901367,137.72247314453125,167.18150329589844,354.3681335449219,246.4600067138672,102.81999969482422,57.31399917602539,253.1375732421875,81.25438690185547,645.8900146484375,45.026466369628906,118.17681121826172,48.69649887084961,40693.67578125,2764.43115234375,123.9503936767578
2021-09-22,142.25790405273438,286.5553894042969,21.844785690307617,138.96119689941406,169.00250244140625,340.22235107421875,250.64666748046875,104.37999725341795,59.06499862670898,254.3150787353516,82.67530059814453,626.0800170898438,45.90684509277344,119.30699920654295,49.27676773071289,43574.5078125,3077.867919921875,147.92425537109375
2021-09-23,143.21376037597656,287.4958801269531,22.38340950012207,139.8849334716797,170.8000030517578,342.9483947753906,251.2133331298828,106.1500015258789,59.32600021362305,272.6549377441406,83.59141540527344,630.8400268554688,46.24706268310547,120.11429595947266,49.76493453979492,44895.09765625,3155.523681640625,149.75357055664062
2021-09-24,143.301513671875,287.2943725585937,21.98417091369629,140.87451171875,171.2760009765625,349.8874206542969,258.1300048828125,105.8000030517578,59.23899841308594,280.2793884277344,84.07752990722656,622.7100219726562,46.303932189941406,120.08737182617188,49.939937591552734,42839.75,2931.669189453125,139.39564514160156
2021-09-27,141.7897186279297,282.3229064941406,21.56501579284668,139.74221801757812,170.2899932861328,350.50201416015625,263.78668212890625,108.16000366210938,59.26399993896485,274.4408874511719,85.1058349609375,603.6500244140625,46.297508239746094,119.7286148071289,50.34519577026367,42235.73046875,2934.138916015625,136.72842407226562
2021-09-28,138.4149169921875,272.101806640625,20.608230590820312,134.54965209960938,165.79800415039062,337.6845703125,259.1866760253906,101.5199966430664,58.3849983215332,267.17950439453125,84.59168243408203,578.77001953125,45.02922821044922,116.51739501953124,49.7373046875,41034.54296875,2807.296630859375,131.53721618652344
2021-09-29,139.31228637695312,272.5625,20.427026748657227,133.0870819091797,165.05599975585938,336.65362548828125,260.4366760253906,100.3499984741211,59.90599822998047,265.4328308105469,85.3021469116211,577.7000122070312,44.88800811767578,115.96128845214844,49.26755905151367,41564.36328125,2853.143310546875,135.35145568847656
2021-09-30,138.01499938964844,270.5662841796875,20.625152587890625,132.41595458984375,164.2519989013672,336.4355773925781,258.49334716796875,102.9000015258789,61.03400039672852,266.13934326171875,81.45066833496094,575.719970703125,44.470733642578125,115.69216918945312,49.07414245605469,43790.89453125,3001.678955078125,141.0690460205078
2021-10-01,139.13668823242188,277.4571838378906,20.65104103088379,135.25596618652344,164.16299438476562,340.0240783691406,258.4066772460937,102.4499969482422,61.31499862670898,270.103759765625,83.89057159423828,577.469970703125,44.692657470703125,115.45000457763672,49.60835647583008,48116.94140625,3307.51611328125,161.682373046875
2021-10-04,135.71311950683594,271.7083740234375,19.64547348022461,132.39964294433594,159.48899841308594,323.3901672363281,260.510009765625,100.33999633789062,60.334999084472656,265.7860412597656,83.44184112548828,558.489990234375,43.64722442626953,113.62911987304688,49.249141693115234,49112.90234375,3380.089111328125,166.73191833496094
2021-10-05,137.6346435546875,277.130859375,20.36131477355957,134.74085998535156,161.0500030517578,330.06158447265625,260.1966552734375,101.80999755859376,63.48099899291992,266.678955078125,85.5264892578125,566.7000122070312,44.51567077636719,114.39156341552734,49.691253662109375,51514.8125,3518.5185546875,164.11582946777344
2021-10-06,138.50271606445312,281.3056030273437,20.60922622680664,136.268310546875,163.10049438476562,330.73565673828125,260.9166564941406,103.63999938964844,63.90999984741211,270.1134338378906,85.38626861572266,570.3099975585938,44.82379913330078,114.86698150634766,49.7188835144043,55361.44921875,3580.56201171875,154.1077423095703
2021-10-07,139.7609405517578,282.9755859375,20.98257827758789,137.9126739501953,165.1215057373047,326.3540954589844,264.53668212890625,106.4499969482422,63.185001373291016,269.4364013671875,86.29303741455078,578.9600219726562,45.295166015625,114.66962432861328,49.90309143066406,53805.984375,3587.974853515625,154.28118896484375
2021-10-08,139.38050842285156,282.9755859375,20.739646911621094,138.46788024902344,164.43099975585938,327.1768798828125,261.8299865722656,105.05999755859376,63.26599884033203,267.37579345703125,88.54441833496094,576.8599853515625,45.197044372558594,113.51253509521484,49.56229782104492,53967.84765625,3563.75927734375,158.94920349121094
2021-10-11,139.29275512695312,282.3805236816406,20.60424423217773,137.60459899902344,162.31500244140625,322.6169128417969,263.9800109863281,104.68000030517578,62.70399856567383,268.6219177246094,89.3886947631836,573.0700073242188,45.150272369384766,112.06839752197266,49.22150802612305,57484.7890625,3545.35400390625,144.85813903808594
2021-10-12,138.02474975585938,281.08502197265625,20.58035469055176,135.162841796875,162.3665008544922,320.9515686035156,268.5733337402344,105.04000091552734,62.49399948120117,273.7735595703125,89.65133666992188,580.6900024414062,44.50282669067383,110.2834014892578,48.05176162719727,56041.05859375,3492.5732421875,152.73712158203125
2021-10-13,137.43959045410156,284.37677001953125,20.847177505493164,136.28517150878906,164.21400451660156,321.7148742675781,270.3599853515625,109.16000366210938,62.97600173950195,279.082275390625,90.429931640625,591.1199951171875,44.47808456420898,112.15808868408205,48.134647369384766,57401.09765625,3606.20166015625,148.17604064941406
2021-10-14,140.2193603515625,290.5574645996094,21.65064239501953,139.8205108642578,164.9929962158203,325.6700744628906,272.7733459472656,111.98999786376952,63.380001068115234,284.587158203125,89.3792953491211,607.510009765625,45.63262939453125,115.4051513671875,49.64519500732422,57321.5234375,3786.01416015625,149.75680541992188
2021-10-15,141.27272033691406,291.9586181640625,21.76612663269043,140.0354766845703,170.4510040283203,321.93292236328125,281.010009765625,112.12000274658205,62.82899856567383,286.1964416503906,89.42618560791016,610.0900268554688,46.15078353881836,116.78649139404295,50.16098403930664,61593.94921875,3862.634765625,162.59620666503906
2021-10-18,142.94064331054688,294.9146423339844,22.124549865722656,141.4321746826172,172.33700561523438,332.4207763671875,290.03668212890625,116.43000030517578,63.797000885009766,286.2357177734375,90.5331039428711,622.8300170898438,46.160865783691406,116.71475982666016,50.170196533203125,62026.078125,3748.76025390625,157.2312774658203
2021-10-19,145.09619140625,295.8167419433594,22.19225311279297,141.8868408203125,172.20750427246094,337.03033447265625,288.0899963378906,116.33000183105467,63.900001525878906,286.8637084960937,91.049072265625,636.0700073242188,46.80556106567383,118.84954833984376,50.851783752441406,64261.9921875,3877.65087890625,156.01702880859375
2021-10-20,145.58387756347656,295.0296936035156,22.006072998046875,140.43267822265625,170.7530059814453,337.8134765625,288.6000061035156,116.38999938964844,62.51399993896485,284.6558532714844,90.6550750732422,632.3699951171875,46.71384811401367,118.5445785522461,50.99915313720703,65992.8359375,4155.9921875,175.94686889648438
2021-10-21,145.7985076904297,298.2448425292969,22.59248733520508,140.548583984375,171.75050354003906,338.9039001464844,298.0,119.33000183105467,65.31600189208984,284.381103515625,90.33612823486328,638.6599731445312,47.15037155151367,119.34288787841795,51.57942199707031,62210.171875,4054.32275390625,190.3184356689453
2021-10-22,145.02796936035156,296.7092590332031,22.6263370513916,136.26979064941406,166.77749633789062,321.78424072265625,303.2266540527344,119.81999969482422,66.47799682617188,287.0795593261719,92.16536712646484,643.5800170898438,47.26591873168945,118.06019592285156,45.55568313598633,60692.265625,3970.181884765625,196.43153381347656
2021-10-25,144.97914123535156,295.72076416015625,23.06440734863281,136.1514129638672,166.01849365234375,325.8287048339844,341.6199951171875,122.36000061035156,67.16600036621094,288.4140930175781,91.82764434814452,646.969970703125,47.87667846679688,118.33826446533205,45.50962829589844,63039.82421875,4217.876953125,210.1042938232422
2021-10-26,145.64239501953125,297.6210327148437,24.60860824584961,137.99539184570312,168.80349731445312,313.0607604980469,339.4766540527344,122.93000030517578,66.85199737548828,289.58184814453125,90.9740219116211,642.5,48.958797454833984,118.34722900390624,44.46883392333984,60363.79296875,4131.10205078125,199.8072509765625
2021-10-27,145.18402099609375,310.1550598144531,24.34377861022949,144.83924865722656,169.62449645996094,309.5020751953125,345.9533386230469,122.27999877929688,66.29199981689453,289.6210327148437,90.08284759521484,640.0800170898438,47.9720458984375,117.6834716796875,44.109619140625,58482.38671875,3930.25732421875,183.77459716796875
2021-10-28,148.81239318847656,311.28759765625,24.83162498474121,144.47422790527344,172.32850646972656,314.1611633300781,359.0133361816406,121.16000366210938,67.40499877929688,292.79058837890625,90.27046966552734,639.280029296875,48.5644645690918,119.9169464111328,44.28462219238281,60622.13671875,4287.31884765625,194.86398315429688
2021-10-29,146.11061096191406,318.2647399902344,25.454883575439453,146.6505126953125,168.6215057373047,320.7533264160156,371.3333435058594,120.2300033569336,69.03099822998047,294.07598876953125,89.99842071533203,650.3599853515625,48.75704574584961,119.33391571044922,45.13199996948242,62227.96484375,4414.74658203125,200.1827545166016
2021-11-01,145.29129028320312,316.1053771972656,25.71373748779297,142.14437866210938,165.90550231933594,327.10748291015625,402.86334228515625,125.2300033569336,68.11699676513672,297.0885314941406,88.5350112915039,640.2000122070312,48.425079345703125,120.92156982421876,45.638580322265625,61004.40625,4324.626953125,203.5450897216797
2021-11-02,146.32516479492188,319.7139892578125,26.28522682189941,144.06166076660156,165.6374969482422,325.2239990234375,390.6666564941406,127.62999725341795,67.77200317382812,297.27496337890625,89.93274688720703,640.4000244140625,49.25226211547852,121.2982940673828,45.92411422729492,63226.40234375,4584.798828125,220.23959350585935
