regime_name,n_days,pct_days,n_episodes,avg_episode_days,max_episode_days,avg_port_vol30,avg_pairwise_corr,avg_vix,avg_port_daily_return,worst_port_day
Crisis,123,0.09816440542697526,4,30.75,57,0.5115923031072449,0.5845667812570039,25.50186991869919,0.0008253684687492098,-0.0875406660240731
Elevated,187,0.14924181963288108,9,20.77777777777778,71,0.36372474708351704,0.545111396402822,25.39582887700534,-0.00010529478611682714,-0.0690682441139359
Low,528,0.4213886671987231,11,48.0,159,0.21691791847110511,0.31790775069046723,15.953257575757576,0.00247498139484283,-0.0468649841111969
Normal,326,0.2601755786113328,12,27.166666666666668,52,0.2788950634026186,0.3042014642706042,18.33935582822086,-0.0007354979125673972,-0.0596511502039938
