date,ticker,vol30,vol90
2022-05-19,META,0.7507043728541319,0.711284186154356
2022-05-19,TSLA,0.7309096475447131,0.6887144345608452
2022-05-19,AMD,0.7447161463650851,0.6896003620110825
2022-05-19,NFLX,1.177859952599886,0.8880911165973491
2022-05-19,CRM,0.4788568423172242,0.4643811746136184
2022-05-19,ORCL,0.3126592178283842,0.29463799341894936
2022-05-19,ADBE,0.43482881559883846,0.45478711612766154
2022-05-19,AVGO,0.45518729200619756,0.40643466837267606
2022-05-19,QCOM,0.5375432654627345,0.5354040951333455
2022-05-19,INTC,0.40370541631604323,0.3788570756266498
2022-05-19,BTC-USD,0.7077330811479156,0.6569117824459171
2022-05-19,ETH-USD,0.815951949901465,0.7729149994255401
2022-05-19,SOL-USD,1.3476862768358246,1.116228481368959
2022-05-20,AAPL,0.43403268489560415,0.35386991474699236
2022-05-20,MSFT,0.41415694374978473,0.3628591899373384
2022-05-20,NVDA,0.7542253588937146,0.6994402739171754
2022-05-20,GOOGL,0.4070077863166163,0.3742658870658701
2022-05-20,AMZN,0.63975549374094,0.5536007883914087
2022-05-20,META,0.7520893533713325,0.710678437694693
2022-05-20,TSLA,0.7429088961148689,0.6959494861355048
2022-05-20,AMD,0.7502588388977096,0.6876054175254003
2022-05-20,NFLX,1.1823009870515944,0.8889179821825742
2022-05-20,CRM,0.48881199453370533,0.46495566947484657
2022-05-20,ORCL,0.3245737125496301,0.2978117929334313
2022-05-20,ADBE,0.43216733190534945,0.4551179730706926
2022-05-20,AVGO,0.455039378488831,0.40648225532146265
2022-05-20,QCOM,0.5382408648266995,0.5324929824342312
2022-05-20,INTC,0.4037805236304122,0.3781020143400027
2022-05-20,BTC-USD,0.7095902519031956,0.658022541557751
2022-05-20,ETH-USD,0.8108690799814651,0.7686047143979856
2022-05-20,SOL-USD,1.331636524967423,1.1165653987231068
2022-05-23,AAPL,0.454651593797064,0.3608712703276887
2022-05-23,MSFT,0.42706970527354543,0.3667566585818673
2022-05-23,NVDA,0.7501834561019214,0.699763130204705
2022-05-23,GOOGL,0.4147907074721375,0.3760406303877151
2022-05-23,AMZN,0.6399884594941471,0.5536119949132567
2022-05-23,META,0.7538114521755876,0.7113774069018343
2022-05-23,TSLA,0.7465973400447316,0.6929550486616217
2022-05-23,AMD,0.7487362413829095,0.6883915311119376
2022-05-23,NFLX,1.1844283472439703,0.8892968165977065
2022-05-23,CRM,0.48927431438775376,0.464312426623002
2022-05-23,ORCL,0.33316551407306716,0.30031918564422255
2022-05-23,ADBE,0.43551278282136935,0.4564371586319629
2022-05-23,AVGO,0.4571740059935796,0.4095392549299527
2022-05-23,QCOM,0.536037360701077,0.5324275873960425
2022-05-23,INTC,0.40464319013162664,0.37856715281179965
2022-05-23,BTC-USD,0.7084068430119379,0.6558262148605696
2022-05-23,ETH-USD,0.8130775984860313,0.7648877974844072
2022-05-23,SOL-USD,1.3235197409936963,1.105876869946256
2022-05-24,AAPL,0.45257841227311685,0.3608965509205864
2022-05-24,MSFT,0.4135936703492677,0.3603473897273129
2022-05-24,NVDA,0.7465933009351275,0.6985781218521678
2022-05-24,GOOGL,0.4265656576352209,0.3831157415436319
2022-05-24,AMZN,0.6422043927053669,0.5545880324881193
2022-05-24,META,0.7805152181478401,0.7209035109817038
2022-05-24,TSLA,0.7576460281676146,0.6934149503257117
2022-05-24,AMD,0.7509903669082969,0.6893464477295603
2022-05-24,NFLX,1.1858008100010078,0.8896535895289591
2022-05-24,CRM,0.4911055560223637,0.4615167845949676
2022-05-24,ORCL,0.33312461087568035,0.30094236605486185
2022-05-24,ADBE,0.43394126210929845,0.45525739067180154
2022-05-24,AVGO,0.45660863682235275,0.40437427741743764
2022-05-24,QCOM,0.5409839403551254,0.5336616893708189
2022-05-24,INTC,0.4044383960283312,0.37815619313226734
2022-05-24,BTC-USD,0.6946079006276363,0.6552979111903697
2022-05-24,ETH-USD,0.7996565606619194,0.7630819655345776
2022-05-24,SOL-USD,1.3089674372121365,1.1054916635093028
2022-05-25,AAPL,0.45026240797528244,0.36073671677004926
2022-05-25,MSFT,0.41468852574268783,0.3595256226109311
2022-05-25,NVDA,0.7657086913733732,0.7040583228655295
2022-05-25,GOOGL,0.42670027374194813,0.38280921914972527
2022-05-25,AMZN,0.6507576279365944,0.5566068476602414
2022-05-25,META,0.7821772847730535,0.7206966550816536
2022-05-25,TSLA,0.775850719712696,0.6981887394718121
2022-05-25,AMD,0.749600681347345,0.6876932132079565
2022-05-25,NFLX,1.1983575610694897,0.8930419505121646
2022-05-25,CRM,0.49600749606286776,0.46217725830604983
2022-05-25,ORCL,0.33638884929550816,0.30185120959084305
2022-05-25,ADBE,0.433023406923307,0.4554733502937253
2022-05-25,AVGO,0.45831275323754916,0.40517528964786487
2022-05-25,QCOM,0.5445104271314943,0.5329326039519012
2022-05-25,INTC,0.40702470987386014,0.3780235313232974
2022-05-25,BTC-USD,0.6911485955537936,0.6548005730893585
2022-05-25,ETH-USD,0.7950616976169655,0.7623568899128526
2022-05-25,SOL-USD,1.297376235481519,1.1060902255098037
2022-05-26,AAPL,0.4535699109776759,0.3620379560330172
2022-05-26,MSFT,0.41204548398152474,0.3582370345362501
2022-05-26,NVDA,0.7761421998101155,0.707736730571499
2022-05-26,GOOGL,0.42753266888235175,0.3826292192451725
2022-05-26,AMZN,0.6561641572807915,0.5608440180423386
2022-05-26,META,0.7934200292932403,0.72250392428483
2022-05-26,TSLA,0.8039857114703671,0.7099826308424112
2022-05-26,AMD,0.7696223541428556,0.6950744552577997
2022-05-26,NFLX,1.1985139128637015,0.8937380417178512
2022-05-26,CRM,0.4998568838171815,0.4624435787047641
2022-05-26,ORCL,0.3467240277349467,0.3032366395714552
2022-05-26,ADBE,0.43411652391215716,0.4559957903758638
2022-05-26,AVGO,0.46981714711976885,0.4064957808005881
2022-05-26,QCOM,0.5421075251521226,0.5289787892008946
2022-05-26,INTC,0.41641382537974464,0.3812248710662476
2022-05-26,BTC-USD,0.6831038113620624,0.6545026284704799
2022-05-26,ETH-USD,0.8023819951223958,0.767960201659877
2022-05-26,SOL-USD,1.3084223894417737,1.1144071589273778
2022-05-27,AAPL,0.46614293268648066,0.3673534146908612
2022-05-27,MSFT,0.41383794098159343,0.36141389345315067
2022-05-27,NVDA,0.786951325305114,0.7123427158942396
2022-05-27,GOOGL,0.44541922840360537,0.3896520944197859
2022-05-27,AMZN,0.6684414465423938,0.5643537239069097
2022-05-27,META,0.7933883094911528,0.7233564936359059
2022-05-27,TSLA,0.8359767954828092,0.7194592092316661
2022-05-27,AMD,0.7610679695410852,0.6965718638104837
2022-05-27,NFLX,1.2026925655365852,0.894484963178917
2022-05-27,CRM,0.4972405201328057,0.4635444531195068
2022-05-27,ORCL,0.3510403720686095,0.30195037323058194
2022-05-27,ADBE,0.45045697652181205,0.46345928453077295
2022-05-27,AVGO,0.4933221811477554,0.4164142179626849
2022-05-27,QCOM,0.5472972728121723,0.5299508234638741
2022-05-27,INTC,0.4154900257813436,0.38248621784711856
2022-05-27,BTC-USD,0.6814983579437781,0.6549566909198771
2022-05-27,ETH-USD,0.8051170625303494,0.7702124195401889
2022-05-27,SOL-USD,1.3110605753360272,1.1160589504700265
2022-05-31,AAPL,0.46617510420650077,0.3670834357707942
2022-05-31,MSFT,0.4139577536773956,0.36138954464555
2022-05-31,NVDA,0.782664751552059,0.7100233643992274
2022-05-31,GOOGL,0.44686197497592334,0.38990943781393156
2022-05-31,AMZN,0.6841575451509334,0.5678576895082307
2022-05-31,META,0.7934952207419032,0.723326196565883
2022-05-31,TSLA,0.8323012780299954,0.719445864550754
2022-05-31,AMD,0.7612928195415158,0.6918020068637656
2022-05-31,NFLX,1.205081180292764,0.8950810551720331
2022-05-31,CRM,0.5021048484515209,0.46524253158055306
2022-05-31,ORCL,0.3500381954602242,0.30226319869651036
2022-05-31,ADBE,0.4565467410892964,0.4652016151830688
2022-05-31,AVGO,0.48955274680062444,0.4135344621935182
2022-05-31,QCOM,0.5495420069162429,0.5288319096491167
2022-05-31,INTC,0.41051225110947603,0.3795777371456192
2022-05-31,BTC-USD,0.7612731950107363,0.6809636218158966
2022-05-31,ETH-USD,0.9028140735676834,0.7996676956828374
2022-05-31,SOL-USD,1.3706672098695243,1.1325737599602272
2022-06-01,AAPL,0.4634160101205345,0.36652637212940764
2022-06-01,MSFT,0.4106608331707875,0.36018517690384055
2022-06-01,NVDA,0.7806934525492274,0.7087671611090728
2022-06-01,GOOGL,0.44236149283305753,0.38835146184732
2022-06-01,AMZN,0.6751961458238392,0.5599019948102515
2022-06-01,META,0.7902479239482695,0.7214015605371801
2022-06-01,TSLA,0.8279221432526539,0.7153017483582811
2022-06-01,AMD,0.7569260252991259,0.6906487653790132
2022-06-01,NFLX,1.197276356554707,0.8225285235539391
2022-06-01,CRM,0.580166381489132,0.49472474873645844
2022-06-01,ORCL,0.34504223216093566,0.3022045530528142
2022-06-01,ADBE,0.45009835979040774,0.464117436514141
2022-06-01,AVGO,0.4872568559931411,0.4114459725449836
2022-06-01,QCOM,0.5511284789064894,0.5293388008052268
2022-06-01,INTC,0.4016530772527846,0.37968957636766354
2022-06-01,BTC-USD,0.774361274249552,0.6668552228974299
2022-06-01,ETH-USD,0.9088912906075054,0.7679876899731884
2022-06-01,SOL-USD,1.3742087156326341,1.132666019217572
2022-06-02,AAPL,0.46710376398652975,0.36761946001369444
2022-06-02,MSFT,0.41127448427809143,0.3604579891275073
2022-06-02,NVDA,0.8053232191696605,0.7186975310024845
2022-06-02,GOOGL,0.4535411585175296,0.39241957703671443
2022-06-02,AMZN,0.6822106320992084,0.5620453629989258
2022-06-02,META,0.7749839778501746,0.7270437780886941
2022-06-02,TSLA,0.8345136920095281,0.7195159366318493
2022-06-02,AMD,0.7769027313692364,0.7008111570831355
2022-06-02,NFLX,0.6806488427895747,0.8300224602757738
2022-06-02,CRM,0.6113672132968757,0.5078949038608657
2022-06-02,ORCL,0.350714983373504,0.30455063962252177
2022-06-02,ADBE,0.4751344407455628,0.4687992461170805
2022-06-02,AVGO,0.4875975051988431,0.4107852064771349
2022-06-02,QCOM,0.5650791007474366,0.5320200850391826
2022-06-02,INTC,0.40499647299583685,0.3808710997014507
2022-06-02,BTC-USD,0.7797947560686456,0.6679516949342997
2022-06-02,ETH-USD,0.9108515962750019,0.7645844917486403
2022-06-02,SOL-USD,1.3801305486785633,1.0949017646589232
2022-06-03,AAPL,0.47841659580710755,0.37268572541775424
2022-06-03,MSFT,0.41027438928771526,0.35879907932774424
2022-06-03,NVDA,0.7965027962488427,0.7186403094110183
2022-06-03,GOOGL,0.4539894937162146,0.3917597842671307
2022-06-03,AMZN,0.6783632244898141,0.5611666380396111
2022-06-03,META,0.7625705279480685,0.7285667117448786
2022-06-03,TSLA,0.8619789740205531,0.7353090827598947
2022-06-03,AMD,0.7666685514904472,0.6973301489196363
2022-06-03,NFLX,0.6785439808919979,0.8270739688244579
2022-06-03,CRM,0.5963490126817409,0.505688327820712
2022-06-03,ORCL,0.3530437082486253,0.30486560413043695
2022-06-03,ADBE,0.4757614514703238,0.46769979872403167
2022-06-03,AVGO,0.49152399921405027,0.41206789806580324
2022-06-03,QCOM,0.5671370412743101,0.5331040310720171
2022-06-03,INTC,0.4135184007588662,0.38339950484403806
2022-06-03,BTC-USD,0.7804948225959668,0.6689484912586012
2022-06-03,ETH-USD,0.9112703671410473,0.7661111288063893
2022-06-03,SOL-USD,1.3841873954790167,1.0970333502588068
2022-06-06,AAPL,0.4736853288225908,0.3728197102521243
2022-06-06,MSFT,0.4045333638951775,0.3555060689049747
2022-06-06,NVDA,0.7908461222852683,0.7178033763864488
2022-06-06,GOOGL,0.4428567700029215,0.39201738471379466
2022-06-06,AMZN,0.6791755349813146,0.5621103873409288
2022-06-06,META,0.7609430407101142,0.7290796137020938
2022-06-06,TSLA,0.8652226550676576,0.7349457020967016
2022-06-06,AMD,0.7638042190780128,0.6973813097285093
2022-06-06,NFLX,0.6781965636592229,0.8268052854251681
2022-06-06,CRM,0.5886081858608964,0.5049254245702753
2022-06-06,ORCL,0.33832779250346906,0.3048725113068374
2022-06-06,ADBE,0.4710269158132008,0.4676818625961534
2022-06-06,AVGO,0.49092546986742125,0.40594798619772315
2022-06-06,QCOM,0.5621774049624937,0.5328588254009045
2022-06-06,INTC,0.4100675945931616,0.3825742813783398
2022-06-06,BTC-USD,0.8021993347460317,0.6758575516707881
2022-06-06,ETH-USD,0.9292336314396203,0.7705575245167243
2022-06-06,SOL-USD,1.4397837257389932,1.113752512813264
2022-06-07,AAPL,0.4766382951771984,0.37404763687167425
2022-06-07,MSFT,0.4001021897790649,0.35585927759730307
2022-06-07,NVDA,0.7889511619200558,0.7154544491795608
2022-06-07,GOOGL,0.4343165268888118,0.39206108328513506
2022-06-07,AMZN,0.6781126062462679,0.5624849046216819
2022-06-07,META,0.7601035244040418,0.729277047792299
2022-06-07,TSLA,0.8659352053826901,0.7093787415974442
2022-06-07,AMD,0.7615555722284696,0.6861896324903337
2022-06-07,NFLX,0.6748571348888254,0.815910413930382
2022-06-07,CRM,0.5899560644636095,0.506354332657281
2022-06-07,ORCL,0.3366796914052915,0.30486972534635626
2022-06-07,ADBE,0.4704088036699862,0.46738277733750805
2022-06-07,AVGO,0.49501441063033386,0.4047663145032253
2022-06-07,QCOM,0.5574686437255184,0.5301721896077255
2022-06-07,INTC,0.40867319830467014,0.36446395512212987
2022-06-07,BTC-USD,0.7987906561021411,0.6757708029674454
2022-06-07,ETH-USD,0.9256445739146497,0.7709890218681029
2022-06-07,SOL-USD,1.4429116073377757,1.1183873361321157
2022-06-08,AAPL,0.46521094294356746,0.3547240730673527
2022-06-08,MSFT,0.38534632019321363,0.35266791998553326
2022-06-08,NVDA,0.7725851464403961,0.7123559521275821
2022-06-08,GOOGL,0.4216987758816729,0.38770964082351905
2022-06-08,AMZN,0.667722564558864,0.5603606563452476
2022-06-08,META,0.7528860430388251,0.7279480813355873
2022-06-08,TSLA,0.7994729611710159,0.7088029559315797
2022-06-08,AMD,0.7438528109723644,0.6871616519319698
2022-06-08,NFLX,0.6578961780291739,0.8171703996796141
2022-06-08,CRM,0.5839916341591364,0.5010051960737804
2022-06-08,ORCL,0.3280018301189421,0.3057810976866887
2022-06-08,ADBE,0.4583208228446811,0.4592943099031569
2022-06-08,AVGO,0.4764727456812898,0.4018547712135775
2022-06-08,QCOM,0.5568216034561707,0.5277550965057912
2022-06-08,INTC,0.4256148262062615,0.37466291005267044
2022-06-08,BTC-USD,0.7875565773850542,0.6767864074529417
2022-06-08,ETH-USD,0.9125491520727964,0.7658445022435864
2022-06-08,SOL-USD,1.4409187682374927,1.117655685009479
2022-06-09,AAPL,0.4758295829278492,0.35634847104396017
2022-06-09,MSFT,0.3622459032673209,0.35377241627922745
2022-06-09,NVDA,0.7762783464437878,0.7032733889263886
2022-06-09,GOOGL,0.41180059759873827,0.38806712637999907
2022-06-09,AMZN,0.6765380660025713,0.5601918725481324
2022-06-09,META,0.771345445051524,0.7314468037549015
2022-06-09,TSLA,0.7988781481046726,0.6851689209294186
2022-06-09,AMD,0.7512881502086183,0.6738005510804137
2022-06-09,NFLX,0.6578289440371404,0.7961001577688229
2022-06-09,CRM,0.5814628583640068,0.4944575191820056
2022-06-09,ORCL,0.33823550878914765,0.3091977557864463
2022-06-09,ADBE,0.4586691302703088,0.45596118793374263
2022-06-09,AVGO,0.47897881419458893,0.395324657921046
2022-06-09,QCOM,0.5584625023307765,0.5200185653297527
2022-06-09,INTC,0.43261344723525685,0.37541801068796
2022-06-09,BTC-USD,0.7802405140438506,0.6759391714776847
2022-06-09,ETH-USD,0.9045915516289941,0.7594995840339415
2022-06-09,SOL-USD,1.4415505449692836,1.106727578376913
2022-06-10,AAPL,0.4645653318681355,0.3615811687569574
2022-06-10,MSFT,0.3748203795186018,0.36093449501503444
2022-06-10,NVDA,0.7625339222247105,0.7095610346202813
2022-06-10,GOOGL,0.4071669750529459,0.39005730392780785
2022-06-10,AMZN,0.6740982911317832,0.5669070600361351
2022-06-10,META,0.5837103699886795,0.7335819334451205
2022-06-10,TSLA,0.8023210995295142,0.6868822581259784
2022-06-10,AMD,0.747753684704644,0.6758962477460766
2022-06-10,NFLX,0.6522244835056362,0.7884633475443948
2022-06-10,CRM,0.5691983825045944,0.49999422238296437
2022-06-10,ORCL,0.3415149460884879,0.3128572563900744
2022-06-10,ADBE,0.504042629436839,0.47250299011836344
2022-06-10,AVGO,0.47372341336465534,0.39730562058077634
2022-06-10,QCOM,0.48390069129211977,0.5212204846668936
2022-06-10,INTC,0.41883868412815883,0.37667835469252336
2022-06-10,BTC-USD,0.7812533308472587,0.6779321981715393
2022-06-10,ETH-USD,0.9135832667379451,0.7641637977991179
2022-06-10,SOL-USD,1.4460095195264755,1.096015341444712
2022-06-13,AAPL,0.46557028805049616,0.36615806456462197
2022-06-13,MSFT,0.37534867820954976,0.36603865338886693
2022-06-13,NVDA,0.7743009092309937,0.7189716343193796
2022-06-13,GOOGL,0.41175687825430973,0.37349925604020356
2022-06-13,AMZN,0.5647560076857152,0.5734478226764179
2022-06-13,META,0.6062575688992223,0.7395054405752667
2022-06-13,TSLA,0.8239068476985802,0.695218698137262
2022-06-13,AMD,0.7755731691652816,0.6834351456656301
2022-06-13,NFLX,0.6719447177804865,0.7909337898888461
2022-06-13,CRM,0.5844630969710282,0.5103618568384659
2022-06-13,ORCL,0.3508067666313812,0.3196203135370004
2022-06-13,ADBE,0.519841569898695,0.48085803681231504
2022-06-13,AVGO,0.47469660757389365,0.40248563713442753
2022-06-13,QCOM,0.4654998946954024,0.512081645528882
2022-06-13,INTC,0.3842098033570003,0.380223234950286
2022-06-13,BTC-USD,1.00355653313591,0.7719140862359049
2022-06-13,ETH-USD,1.1825633426278879,0.8878299221157315
2022-06-13,SOL-USD,1.571356857703707,1.1570877888529887
2022-06-14,AAPL,0.4664219950030215,0.3657495732311272
2022-06-14,MSFT,0.3673594545181516,0.36131643644638994
2022-06-14,NVDA,0.75667387175088,0.7150547363450868
2022-06-14,GOOGL,0.40594421763932625,0.37022230655956284
2022-06-14,AMZN,0.5647618201611285,0.5596413872430254
2022-06-14,META,0.5799646000486283,0.5974387980230103
2022-06-14,TSLA,0.8184915999898732,0.6962699487242932
2022-06-14,AMD,0.7616473212206563,0.6826989599024155
2022-06-14,NFLX,0.65489439531114,0.7869976102933827
2022-06-14,CRM,0.5840531595119323,0.5030025598389667
2022-06-14,ORCL,0.47033439106260555,0.3660006246400685
2022-06-14,ADBE,0.5118824360601286,0.47649299682549645
2022-06-14,AVGO,0.4587461911156396,0.39794027723676534
2022-06-14,QCOM,0.4504699072125302,0.5071166938333037
2022-06-14,INTC,0.3701096065516653,0.3785046845038796
2022-06-14,BTC-USD,1.002777782774615,0.7718570504545926
2022-06-14,ETH-USD,1.18022428291802,0.8880476565822536
2022-06-14,SOL-USD,1.588180047885114,1.1621884727525114
2022-06-15,AAPL,0.47031378194913137,0.3677232881100845
2022-06-15,MSFT,0.3802809312956759,0.36403557153462696
2022-06-15,NVDA,0.7698121311299758,0.718721597691905
2022-06-15,GOOGL,0.4152009022207218,0.3739062653355088
2022-06-15,AMZN,0.5894858942911639,0.5172763749706554
2022-06-15,META,0.5918145873864796,0.600773400277025
2022-06-15,TSLA,0.8380948698382382,0.6998892258668405
2022-06-15,AMD,0.7644559825813261,0.682348627796045
2022-06-15,NFLX,0.6946365271184249,0.7986434489201625
2022-06-15,CRM,0.5889860723295,0.5020835131996783
2022-06-15,ORCL,0.47129981061645987,0.36660644946027116
2022-06-15,ADBE,0.5147954259939316,0.4774139901816492
2022-06-15,AVGO,0.4598141135223607,0.39756741517593486
2022-06-15,QCOM,0.4510470723351651,0.5072645747577685
2022-06-15,INTC,0.37613941070419865,0.3801051941186523
2022-06-15,BTC-USD,1.0071021731004273,0.7449304880441973
2022-06-15,ETH-USD,1.1867817661668438,0.8653391907561238
2022-06-15,SOL-USD,1.6817450548849893,1.181277581224732
2022-06-16,AAPL,0.4597933931528451,0.37296325921287743
2022-06-16,MSFT,0.3733105634469344,0.365667548796381
2022-06-16,NVDA,0.7732440698335685,0.7232795049985354
2022-06-16,GOOGL,0.4036630793747341,0.3750797647626012
2022-06-16,AMZN,0.594656607016203,0.5202180153455512
2022-06-16,META,0.5758945415074062,0.6004813517189777
2022-06-16,TSLA,0.8508013242500823,0.7132248833945272
2022-06-16,AMD,0.7499893694190339,0.6948426034858967
2022-06-16,NFLX,0.698201417226049,0.7999632048671298
2022-06-16,CRM,0.5931569930331664,0.508635166706848
2022-06-16,ORCL,0.4653580743972079,0.3663391509544154
2022-06-16,ADBE,0.5065657344578878,0.4795237552116501
2022-06-16,AVGO,0.46733780069582376,0.40812518881637483
2022-06-16,QCOM,0.48781246129265105,0.5214022430218396
2022-06-16,INTC,0.3681058097619825,0.38369483346653377
2022-06-16,BTC-USD,1.0139758876645142,0.7529962071611168
2022-06-16,ETH-USD,1.2032838162303165,0.8842893724126096
2022-06-16,SOL-USD,1.678693291944282,1.1943348111967234
2022-06-17,AAPL,0.43956444784106463,0.37202369482230074
2022-06-17,MSFT,0.35782334711927033,0.3655576978589448
2022-06-17,NVDA,0.7508114481986331,0.7234832831756277
2022-06-17,GOOGL,0.3848390689128274,0.37566915543927276
2022-06-17,AMZN,0.5624962492465053,0.5206177073383792
2022-06-17,META,0.5546829876611594,0.6007031824905433
2022-06-17,TSLA,0.8269352226451734,0.7133037948608766
2022-06-17,AMD,0.73456277125139,0.6914662861393073
2022-06-17,NFLX,0.6648864698554037,0.8004609823884637
2022-06-17,CRM,0.5624093165583097,0.510184029987798
2022-06-17,ORCL,0.45841836693128213,0.3669569451818445
2022-06-17,ADBE,0.4850232076039907,0.47933694440755914
2022-06-17,AVGO,0.45718974748660435,0.40636002539120747
2022-06-17,QCOM,0.4705051062047081,0.5199597765640555
2022-06-17,INTC,0.3590711404780604,0.3829881726535523
2022-06-17,BTC-USD,1.0005868388916224,0.7529037843400733
2022-06-17,ETH-USD,1.206268378885321,0.8854966418518927
2022-06-17,SOL-USD,1.6773932147288553,1.1954601335544672
2022-06-21,AAPL,0.4524981040734937,0.37632956709184257
2022-06-21,MSFT,0.3663581528493807,0.36609494450541913
2022-06-21,NVDA,0.7632921259507789,0.7188711666914284
2022-06-21,GOOGL,0.40472734530815374,0.3815254601052517
2022-06-21,AMZN,0.566149081521887,0.5225956705510539
2022-06-21,META,0.5617223011745117,0.5964421143122072
2022-06-21,TSLA,0.8781706197544809,0.7310060690888085
2022-06-21,AMD,0.7379561887847429,0.6901751070514027
2022-06-21,NFLX,0.6596151454310886,0.79932266622654
2022-06-21,CRM,0.5646704354307217,0.5102732985337495
2022-06-21,ORCL,0.45838563500239243,0.3622700777654596
2022-06-21,ADBE,0.48165298541693197,0.4779178836471826
2022-06-21,AVGO,0.46198059112105494,0.40637651176883655
2022-06-21,QCOM,0.4798431489529204,0.519618796192323
2022-06-21,INTC,0.36719670192909504,0.3826329688648469
2022-06-21,BTC-USD,1.0040432694924561,0.7532964492825974
2022-06-21,ETH-USD,1.2197484496358177,0.8851756765226372
2022-06-21,SOL-USD,1.7766575596592904,1.2352829445133016
2022-06-22,AAPL,0.44423102228361,0.374655319613497
2022-06-22,MSFT,0.3513512368591357,0.36335733284442506
2022-06-22,NVDA,0.7154984093456138,0.7173677817151737
2022-06-22,GOOGL,0.3965292953815797,0.3802308708656902
2022-06-22,AMZN,0.5451912797521006,0.522438622816933
2022-06-22,META,0.5549211593484381,0.5960578752933512
2022-06-22,TSLA,0.8397655871754489,0.7295329803205781
2022-06-22,AMD,0.6857400378020804,0.6851716628477785
2022-06-22,NFLX,0.6610009152154818,0.8044766557141242
2022-06-22,CRM,0.5543139094011976,0.5095653788660396
2022-06-22,ORCL,0.45934909408335345,0.361995997646331
2022-06-22,ADBE,0.47119555545527725,0.4713318081541536
2022-06-22,AVGO,0.45690367618348243,0.4036435452186137
2022-06-22,QCOM,0.4692012687503912,0.5132787530632965
2022-06-22,INTC,0.3611289591091435,0.3815440333764365
2022-06-22,BTC-USD,0.9102330164053051,0.7545344694647231
2022-06-22,ETH-USD,1.1511264313935163,0.8874914935446255
2022-06-22,SOL-USD,1.6705727082838184,1.2336942701947138
2022-06-23,AAPL,0.4466009834916294,0.3755446319146103
2022-06-23,MSFT,0.35351368029724334,0.36357136190839406
2022-06-23,NVDA,0.7065193656060312,0.7079744134664046
2022-06-23,GOOGL,0.39391343979083193,0.3772890880848126
2022-06-23,AMZN,0.552739845076966,0.5229270158856658
2022-06-23,META,0.5584097112410443,0.5944209944958707
2022-06-23,TSLA,0.8379284975850074,0.725093809062377
2022-06-23,AMD,0.6820690116333887,0.6657915956703586
2022-06-23,NFLX,0.6583122170534148,0.8038789733277266
2022-06-23,CRM,0.5590830392267712,0.5079295453504338
2022-06-23,ORCL,0.4602234955186344,0.3610731086259929
2022-06-23,ADBE,0.46291799273810413,0.469890802683876
2022-06-23,AVGO,0.4440365753913565,0.40069121733564567
2022-06-23,QCOM,0.46819664098798175,0.5065680082290362
2022-06-23,INTC,0.35287875760831056,0.3796632869979635
2022-06-23,BTC-USD,0.9252101367359918,0.7609924154930561
2022-06-23,ETH-USD,1.1795337880357335,0.899917474787486
2022-06-23,SOL-USD,1.7035363918057649,1.2440242290852757
2022-06-24,AAPL,0.42898049779667174,0.3781043150085309
2022-06-24,MSFT,0.3541253236720459,0.36833577292741787
2022-06-24,NVDA,0.7068466055489663,0.714283908311056
2022-06-24,GOOGL,0.4204561401608186,0.38709314264372324
2022-06-24,AMZN,0.5517383785975355,0.526323539477489
2022-06-24,META,0.590465337448146,0.6073590216244821
2022-06-24,TSLA,0.8138058832972841,0.7285336138791296
2022-06-24,AMD,0.7019163864075668,0.6727991029426873
2022-06-24,NFLX,0.6429456122400808,0.8088843390536427
2022-06-24,CRM,0.585726592036304,0.5234549706285335
2022-06-24,ORCL,0.4763919139455324,0.3691993570171635
2022-06-24,ADBE,0.45954303060383483,0.4728339980885718
2022-06-24,AVGO,0.4479861839971098,0.40275949945594464
2022-06-24,QCOM,0.4776200066434015,0.511957750888071
2022-06-24,INTC,0.3626213364174293,0.3839962821660408
2022-06-24,BTC-USD,0.9108889322688661,0.7611135209020196
2022-06-24,ETH-USD,1.174157192209411,0.9100843949586632
2022-06-24,SOL-USD,1.5831545181964908,1.2582180121856026
2022-06-27,AAPL,0.4217661309767017,0.37578128046703946
2022-06-27,MSFT,0.35024851756163333,0.36722981661149584
2022-06-27,NVDA,0.7032943142516885,0.6963331991166479
2022-06-27,GOOGL,0.4237215735486321,0.38779833346632053
2022-06-27,AMZN,0.5582325065166575,0.5276468324564262
2022-06-27,META,0.5885116431605009,0.6066696279294034
2022-06-27,TSLA,0.8134239028347601,0.7227544219210588
2022-06-27,AMD,0.7020209071344109,0.6638350391052941
2022-06-27,NFLX,0.6313898141166998,0.8068352720748502
2022-06-27,CRM,0.5915229048502799,0.5208675842942574
2022-06-27,ORCL,0.47638204808236284,0.3687389770195574
2022-06-27,ADBE,0.4571565716801288,0.472977843980617
2022-06-27,AVGO,0.4469202586841197,0.39630813902245104
2022-06-27,QCOM,0.48031956142468657,0.5059542395172014
2022-06-27,INTC,0.362645696579241,0.3825260588185302
2022-06-27,BTC-USD,0.9110885634563026,0.7562627243432318
2022-06-27,ETH-USD,1.1690582780860732,0.8972144416455509
2022-06-27,SOL-USD,1.5716980548015536,1.2557978943330272
2022-06-28,AAPL,0.4192681703660419,0.37866381236701824
2022-06-28,MSFT,0.35720252698856336,0.37079724243490825
2022-06-28,NVDA,0.6637315524631167,0.7009980223062148
2022-06-28,GOOGL,0.4268602386024467,0.39098622272312183
2022-06-28,AMZN,0.5544324379224311,0.5333145707837862
