date,ticker,drawdown
2025-10-01,AAPL,-0.010281889647534737
2025-10-01,MSFT,-0.02814491975452771
2025-10-01,NVDA,0.0
2025-10-01,GOOGL,-0.0385521250443468
2025-10-01,AMZN,-0.0885317396179589
2025-10-01,META,-0.09136175928271406
2025-10-01,TSLA,-0.04251238802822577
2025-10-01,AMD,-0.2240988233595611
2025-10-01,NFLX,-0.12562633017180025
2025-10-01,CRM,-0.35543365601386256
2025-10-01,ORCL,-0.11975747249770008
2025-10-01,ADBE,-0.5006755034954878
2025-10-01,AVGO,-0.0963518248195826
2025-10-01,QCOM,-0.24647853862066937
2025-10-01,INTC,-0.30690888936722616
2025-10-01,BTC-USD,-0.03806533299890291
2025-10-01,ETH-USD,-0.09940005671779417
2025-10-01,SOL-USD,-0.1382438854480531
2025-10-02,AAPL,-0.0037728961463815436
2025-10-02,MSFT,-0.03556883566361102
2025-10-02,NVDA,0.0
2025-10-02,GOOGL,-0.03545068900480597
2025-10-02,AMZN,-0.08117819587983699
2025-10-02,META,-0.07906239758606182
2025-10-02,TSLA,-0.09140163108084354
2025-10-02,AMD,-0.19703854760701656
2025-10-02,NFLX,-0.1318766420977283
2025-10-02,CRM,-0.34670963659119247
2025-10-02,ORCL,-0.12045801475049434
2025-10-02,ADBE,-0.48940248197992353
2025-10-02,AVGO,-0.08336869217000242
2025-10-02,QCOM,-0.2357974092714873
2025-10-02,INTC,-0.28068172271426717
2025-10-02,BTC-USD,-0.021588430229464883
2025-10-02,ETH-USD,-0.07108259634899916
2025-10-02,SOL-USD,-0.08700327458722457
2025-10-03,AAPL,-0.0003246931258334973
2025-10-03,MSFT,-0.03255825675029855
2025-10-03,NVDA,-0.006723513824393401
2025-10-03,GOOGL,-0.03678546145475181
2025-10-03,AMZN,-0.09315873452530787
2025-10-03,META,-0.09994988014953177
2025-10-03,TSLA,-0.10425957634838656
2025-10-03,AMD,-0.2209764671912221
2025-10-03,NFLX,-0.138754224246199
2025-10-03,CRM,-0.34266215469576145
2025-10-03,ORCL,-0.12849864544909817
2025-10-03,ADBE,-0.49628834392273835
2025-10-03,AVGO,-0.08285363571051485
2025-10-03,QCOM,-0.2343039024483783
2025-10-03,INTC,-0.2897454688625778
2025-10-03,BTC-USD,-0.008735979893641055
2025-10-03,ETH-USD,-0.06550511076645626
2025-10-03,SOL-USD,-0.09421414058872346
