date,AAPL,MSFT,NVDA,GOOGL,AMZN,META,TSLA,AMD,NFLX,CRM,ORCL,ADBE,AVGO,QCOM,INTC,BTC-USD,ETH-USD,SOL-USD
2021-09-10,-0.0331015574127459,-0.005180990198993984,0.013572578789970091,-0.018566319036687817,-0.004308001431212238,0.0018254704023192847,-0.024627038366134335,-0.008949642618752973,0.001974763653036282,-0.01357668181040994,0.001563365903456404,-0.00414095977618234,0.009443071641949796,0.0077693662977693645,0.008239754927030551,-0.032495484247323514,-0.06297426662682348,-0.044265421288188334
2021-09-13,0.003893325772253986,0.004328686389117431,-0.01450317186650274,0.010339050436589892,-0.0034532897607970625,-0.005756736523112593,0.00914066245943812,-0.0038022234609113026,-0.015750280055808585,-0.01201409482229232,-0.008809146266883339,-0.02092751688507477,0.0016259521135653099,0.005116217598446049,0.0213594846959988,0.0017637514696116074,0.02304397457627627,-0.058909037663832486
2021-09-14,-0.009561982374854616,0.009427888670077156,0.004062962485603894,0.001489289099033675,-0.002073980962099431,5.314764907526914e-05,0.0020053498586631857,0.008874048455098649,-0.019565915953278834,0.0010232043816849057,-0.02812472857408599,-0.00021702649482913117,0.0058320006577230465,-0.015828574682156815,-0.008547022709011975,0.0473592610325122,0.043724683179346746,-0.06601735884590709
2021-09-15,0.006143460853246907,0.016778501422056058,0.0044508898639421535,0.013223950532433415,0.007475391332653958,-0.0069317203470277144,0.015231899000174076,-0.0012295931020981365,0.00884446419931506,0.007036905292163054,0.015511233008402625,0.02491435339128767,0.015681634973798042,-0.020547026385166145,0.011005181599056169,0.023015462091804384,0.054273499009923176,0.006468066197325317
2021-09-16,-0.001610491731140029,0.0013123189823915915,-0.004431167226647603,-0.0056739942605201765,0.0035819053548502566,-0.0022999436025999964,0.0015347617076681974,0.00587123821534874,0.0062278515774019105,0.01639611290710019,-0.0054714569769426236,0.006096037026590562,-0.004688690529573436,0.0011573467336980503,-0.0052613462665682675,-0.008157286726135138,-0.012167179288121388,-0.04175109947653022
2021-09-17,-0.018347711335818362,-0.01752827268461532,-0.015376575670332904,-0.019566849881973547,-0.007373319866162298,-0.02235564157991221,0.0033025333532406,-0.022029786672880247,0.004859332310270359,0.0006529628726932302,-0.009856783623231169,-0.015982326407554592,-0.002660972570236564,-0.034681985719572705,-0.010395778631182129,-0.010795386730801604,-0.04837351921216426,-0.03201198093777957
2021-09-20,-0.02136114665583888,-0.018574790337987257,-0.03593591106036098,-0.014776449098850342,-0.03084174438431353,-0.024731181252742762,-0.03860484330594227,-0.02242967138299079,-0.023619276716327353,-0.008866623672643015,-0.0025466612352000872,-0.02015340856103698,-0.022094924046188402,-0.006287700129889773,-0.023590058614871734,-0.09358897597906202,-0.12933364414782178,-0.10473800430677849
2021-09-21,0.0034279303929078964,0.0016986038623707511,0.006299236577844924,0.0022600816152305025,-0.0036057473697842513,0.005004190714374079,0.012613531089680885,0.012506121170859252,-0.003979634264245968,-0.0009681445283181711,0.00870397863287331,0.007173099188675591,-0.0004679502753294207,-0.007607628501861696,-0.002076288596610243,-0.050185206746199196,-0.06575285207462656,-0.06193741393908525
2021-09-22,0.01687255496398965,0.012822392136140337,0.03271220760070004,0.00899434730294768,0.01089234819407503,-0.03991849764918598,0.0169871810945057,0.015172121797548233,0.030550990610615614,0.004651837845409901,0.017487413820656883,-0.030670852791208514,0.01955229759236743,0.009563793777646268,0.011916027391336792,0.07079311406361999,0.11338201253895797,0.19341497016020637
2021-09-23,0.006719179012280696,0.0032823758006654824,0.02465712516722607,0.006647113125882509,0.01063594079605279,0.008012716439052658,0.00226081461648886,0.01695731288595126,0.00441888754732056,0.07211473614581987,0.011080783336338662,0.007602877644539152,0.007411208301670191,0.00676648499799426,0.009906399093949858,0.0303064775724482,0.0252303749670717,0.012366566801081502
2021-09-24,0.0006126369203562909,-0.000700905859521983,-0.017836596136727945,0.00707434178318711,0.0027868730462519142,0.020233529307023046,0.027533059916662994,-0.00329720649166243,-0.0014665037289524063,0.027963784888530574,0.005815090119156707,-0.012887585658345024,0.0012292763255303818,-0.00022415426386646065,0.0035166708226090915,-0.04578111561282838,-0.07094052042452526,-0.06916646712688179
2021-09-27,-0.010549643945790055,-0.017304111944013933,-0.01906623428700016,-0.008037065319230763,-0.005756835077931344,0.0017562846311487412,0.02191406322043732,0.022306243310759255,0.0004220450471592585,-0.020831154975123778,0.012230532511775971,-0.030608143254567177,-0.00013856969709769018,-0.0029876570614926212,0.008115141373906898,-0.014099511114093799,0.0008424301661951183,-0.019134177876407144
2021-09-28,-0.02380113235311998,-0.03620378026066129,-0.04436753689328754,-0.03715838211411493,-0.0263784679831095,-0.03656864875708388,-0.01743835612317879,-0.06139059536079783,-0.01483196575217538,-0.026458756535349126,-0.006041421821086357,-0.04121594280885266,-0.02739429630043433,-0.02682056987330761,-0.012074610312575063,-0.02844007873591181,-0.04322981589722885,-0.037967291153728655
